Место;Координаты;Год;Что измеряем; Значение
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;pH;8,35
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Кислород;11,07
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Сульфаты;59,6
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Хлориды;12,6
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Сумма ионов (минерализация) , мг/л;280
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Общая жесткость, ммоль/л;3,62
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Азот нитритный, мг/л;0,012
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Азот нитратный, мг/л;1,78
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;ВПК 5, мг/л;1,03
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2013;Нефтепродукты, мг/л;0,01
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Температура воды, град.;15,5
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Взвешенные вещества, мг/л;11,8
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Цветность, град.;5
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;pH;8,3
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Кислород;10,51
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Сульфаты;55,7
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Хлориды;15
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Сумма ионов (минерализация) , мг/л;287
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Общая жесткость, ммоль/л;4,15
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Азот нитритный, мг/л;0,013
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Азот нитратный, мг/л;1,5
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;ВПК 5, мг/л;0,91
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2014;Нефтепродукты, мг/л;0,01
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Температура воды, град.;16,5
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Взвешенные вещества, мг/л;4
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Цветность, град.;5
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;pH;8,33
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Кислород;10,51
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Сульфаты;60,2
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Хлориды;13,2
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Сумма ионов (минерализация) , мг/л;326
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Общая жесткость, ммоль/л;3,99
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Азот нитритный, мг/л;0,012
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Азот нитратный, мг/л;1,82
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;ВПК 5, мг/л;0,82
р. Чу - с. Милянфан, 2,5 км выше впадения дренажного коллектора N 17, 0,2 м;42.975743, 74.885518;2015;Нефтепродукты, мг/л;0,02
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Температура воды, град.;16,3
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Взвешенные вещества, мг/л;46,7
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Цветность, град.;5
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;pH;8,2
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Кислород;8,82
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Сульфаты;79,7
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Хлориды;14,6
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Сумма ионов (минерализация) , мг/л;317
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Общая жесткость, ммоль/л;4,2
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Азот нитритный, мг/л;0,015
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Азот нитратный, мг/л;1,68
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;ВПК 5, мг/л;0,84
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2011;Нефтепродукты, мг/л;0,01
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Температура воды, град.;18,7
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Взвешенные вещества, мг/л;49,3
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Цветность, град.;5
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;pH;8,27
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Кислород;9,32
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Сульфаты;97,6
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Хлориды;15,5
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Сумма ионов (минерализация) , мг/л;343
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Общая жесткость, ммоль/л;4,35
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Азот нитритный, мг/л;0,013
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Азот нитратный, мг/л;1,74
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;ВПК 5, мг/л;0,97
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2012;Нефтепродукты, мг/л;0,01
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Температура воды, град.;12,5
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Взвешенные вещества, мг/л;30,6
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Цветность, град.;8
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;pH;8,34
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Кислород;10,88
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Сульфаты;79,9
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Хлориды;14,6
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Сумма ионов (минерализация) , мг/л;318
р. Чу - с. Милянфан, 1,5 км ниже впадения дренажного коллектора N 17, 0,2 м;42.993731, 74.805681;2013;Общая жесткость, ммоль/л;4,11
